id,order,title,subtitle,description,id_domain,id_grade,duration,caption,list of units ids,image file name
81,28,Media Studies and Technology Grade 3,,"<p>&nbsp;</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">In grade 3, students address media technology in the context of Cultural History. In this unit, students connect the media of the Paleolithic era to contemporary media that they and others create. They discuss how and why different media messages are made and how the messages affect the audience who receives the messages. Students compare the marks left by people in the Paleolithic era to the digital footprint left by people with media they place on the Internet today, and they learn to safely use the Internet.</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">Next students study film production by studying examples of film techniques, types of shots, and styles of lighting. Then they take time to learn the process of developing screenplays and set lists. Once students understand these processes, they work in groups on basic video-making skills to produce autobiographical videos, using the new skills they learned in this unit and expanding to incorporate some experimental cinema in their videos. The unit culminates with the production of a Media Cave installation project in which students create a tunnel or cave in their classroom and project and display their autobiographical videos on its walls. Students consider how Paleolithic artists used the contours of cave walls to display their work and apply their learning to help them use the irregular walls of their classroom cave to display their vi",5,4,,,249,
69,29,Visual Arts Grade 3,,,7,4,,,444|445|446,
103,30,Performing Arts: Music / Theater Grade 3,,"<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">Throughout grade 3, students study early humans and explore the possible vocal and nonvocal sounds made or created by early humans. While we do not know what forms of communication early humans used, we can surmise that humans appreciated and copied the musical sounds made in nature, from songbirds to the rhythmic beat of galloping hooves to the wind whistling through the trees. Students also take a look at the first musical instruments, which were probably the human voice and percussion instruments. Taking into consideration the lack of certainty about these issues, students compare communication that could have happened in prehistoric communities to communication in modern communities. They extend their study of human culture from Cultural History as they explore these sounds&mdash;what they communicate and what emotions they evoke. Using research skills developed in World Languages and Literature: English, students discover that music is a foundation for human bonding. They apply their understanding of sounds to create both vocal and nonvocal sound performances for their Wax Museum project.<br move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"" />
<br move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"" />
In grade three, students express their understanding of the evolution of life on Earth and the formation of human culture through a variety of activities, including acting as early humans&nbsp;and recounting original stories that reveal their survival skills&nbsp;and relate important events in early human history. They create performances that combine music, dance, and song to demonstrate how geological and biological forces shaped Earth. Concluding the year, students perform a dramatic movement piece about the evolution of life on Earth and prepare and present their Wax Museum performance, a culmination of their study of early humans from all domains, synthesizing what they have learned of the development of human consciousness.</p>
",6,4,,,461|462,
89,31,Wellness Grade 3,Evolution of Life on Earth,"<p>Students learn how to react and respond to others. As they learn about the emergence of humans, bands and clans, in Wellness, students practice and perform patterns and combinations of movements using locomotor and non-locomotor skills as they relate to and reinforce the understanding of early humans and human evolution. They continue to manipulate objects with a partner and analyze their performance to learn or improve a movement skill. Students also continue to participate in fitness development exercises and apply rules related to the use of equipment, safety, and games. Activities include development of more complex movements and skills, while students explore how movement has evolved from simple to more complex, how sport skills also develop from the simple and involve teamwork and each student developing personal responsibility to the group as they provide a specific role, as would early bands and clan members. In addition, students develop valuable skills as they explore early human hunting bands and develop basic survival, hunting and archery skills, while developing more intermediate levels of fitness components (speed, agility, strength, flexibility, and balance). Students reflectively connect their understandings of how early humans taught their young through play to their own Wellness learning. Time has been reserved in between the three integrated units to explore population and culturally specific movement, games, dance or activities, in addition to yearly fitness testing. Time has been reserved as well for reviewing life skills and health topics, including hygiene, germ prevention, safety, communication, self esteem, growth and development and family, as well as various additional personal health topics.</p>
",8,4,,,268|269|270,
50,32,Cultural History Grade 4,Evolution of Life on Earth,"<p>Grade four begins with a look back to prehistory. Students resume where they left off in grade three, with a look at how imagination impacted the evolution of early humans&mdash;from nomadic peoples to early settlers. Focusing on the cultures of early humans, students examine how early human migration influenced the development of cultural diversity. As people migrated, cultures became diverse, dependent upon geography, climate, and resources. Through their study of artifacts, students uncover why early peoples found it necessary to move. They compare their findings with reasons for human migration throughout history. Early traditions and beliefs are explored through the study of cave art and ritual.</p>

<p>&nbsp;</p>

<p>Students also consider cultural differentiation through the study of archaeology. An anthropologist&#39;s lens sheds light on cultural sensitivity, from the Neolithic period to current worldviews. The period between 10,000 and 3500 BCE represents the climactic phase of &quot;natural&quot; humans, with emphasis on evolving ecology; development of early shelter to human settlement; megalithic monuments; and the shift from magical shamanism to great goddess worship, iconography, and cosmology. This shift is explored as the primary spiritual force and governing belief of early matristic societies.</p>
",1,5,,,304|305|306,
53,33,English Grade 4,"Social Systems, Early Settlements, and Agriculture",,10,5,,,400|401|402,
60,34,Science Grade 4,,"<p>Students make ongoing connections with the ways early clans worked together for the survival of the species and the consequences when they did not. They compare animal migration to the human migration studied in Cultural History, reviewing migratory maps of various animals, particularly birds. They also discuss basic genetics, focusing on what inherited traits tell us about our ancestors.</p>

<p>Students complement their lessons on Neolithic Period plant and animal domestication by examining methods of planting, including the differences between gathered wild seeds/plants and cultivated ones. They research both domesticated and wild animals, and further explore archaeology by excavating (planted) on-site pot remnants in an attempt to piece them together again.</p>
",4,5,,,283|284|285,
80,35,Mathematics Grade 4,,"<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">In grade 4, students expand on their understanding of the decimal place value system, the four major arithmetic operations with whole numbers (including division of&nbsp;three- and four-digit numbers by a double-digit number), inverse operations, and number theory concepts such as prime and composite numbers, factors, multiples, and square numbers through investigations of these concepts in the context of the nature of early human communities, the history of&nbsp;Homo sapiens, the development of social systems and culture, and the human conception of time. They begin by identifying, reading, writing, counting, and comparing numbers up to 1,000,000, using expanded notation and place value. Using tables, they also analyze and represent patterns and functions, and using variables, they solve multiplication and division sentences. To facilitate further understanding, students investigate ancient artifacts such as the Blanchard and Ishango bones and create a lunar calendar incorporating natural elements as part of their integrated studies on cycles of time. After collecting data to answer a question or test a hypothesis, students create, read, and interpret line graphs, bar graphs, pictograms, and line plots and solve problems using data from graphs, charts, tables, and diagrams. They also explore the concept of random sampling using real-world polls. Students apply data analysis skills and probability concepts to their Clan Baby Project in Cultural History and investigate geometric figures, measurements, and spatial relationships in an effort to understand how Neolithic societies may have developed and utilized some of the same mathematical concepts. By studying basic g",3,5,,,238|239|240,
82,36,Media Studies and Technology Grade 4,,"<p>Grade 4 investigates the mechanics of moving image media, such as cinema and television. Students master and put to use basic concepts, such as continuity editing and montage, as well as more advanced techniques, such as the &ldquo;Kuleshov Effect,&rdquo; in the creation of short films. Through this process students discover how information can be distorted and manipulated using these techniques. In the culminating activity of this unit grade 4 students create short, live-action silent dramatizations based on original scripts that incorporate a variety of moving image strategies to articulate movement and ideas.</p>
",5,5,,,250,
87,37,Visual Arts Grade 4,,"<p>Students begin the year with a self-portrait and progress to a focus on observational drawings and still-life paintings. Using observational skills as a foundation for an illustrative drawing, students juxtapose objects in an atypical environment to create a work of art inspired by history. They create a work of art that integrates observation with imagination. Through integrated studies, students gain an awareness of the interconnectedness of concepts and ideas. They explore a variety of art processes and techniques, including painting, drawing, construction, collage, and printmaking.&nbsp;</p>
",7,5,,,255|256|257,
104,38,Performing Arts: Music / Theater Grade 4,,"<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">Complementing their study of the Iroquois and Mississippian cultures in Cultural History, Science, and Mathematics, students explore the role of Native American music in their Performing Arts: Music cours. Through listening, reading, dancing, chanting, playing instruments, and building flutes, students add music to their list of nonverbal forms of communication that they have compiled in their World Languages and Literature: English&nbsp;class. After listening to Native American percussion and wind instruments, students actively relate the role of music in the Iroquois culture by playing rhythms, singing chants, and performing dances. They also apply their research skills as they seek to find unique information about Native American music.</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">In Performing Arts: Theater, students bring the perspective of theater to their yearlong exploration of human communities and Paleolithic and Neolithic cultures. In creating a theatrical version of an Iroquois story, which connects to their studies in Cultural History and other domains, they take on various roles, gaining insight into the theater as a community and, by performing that piece, experience theater in the context of their community of family and friends.</p>
",6,5,,,463|464,
90,39,Wellness Grade 4,"Social Systems, Early Settlements, and Agriculture","<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">Through three major integrated units, students analyze the transition from hunter and gatherer societies to agricultural societies and the human activities and development of settlements in this society.</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">In the first unit, students explore the functioning of a team, as they become more versed in individual responsibility within a functioning whole, and relate the concept of team to Neolithic communities.&nbsp;Working together as a group, students learn to appreciate personal differences and value the rights of others.</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">This unit also serves to model clan based food procurement skills of the hunter gatherer, as the students learn archery. In addition early animism and spirituality is&nbsp;explored as students practice the concept of aknowledging spirit animals.</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing pur",8,5,,,271|272|273,
37,40,Cultural History Grade 5,The Rise of the Riverine Civilizations,,1,6,,,307|308|309|310|311,
43,41,English Grade 5,The Rise of the Riverine Civilizations,,10,6,,,372|373|374|375,
32,42,Science Grade 5,,"<p>Students explore archeology and astronomy as examples of both scientific study and the way we learn about past cultures, with a particular focus on the contributions of ancient Sumerian and Egyptian astronomers. They see how science developed from the practical need to predict, record, and cope with natural phenomena, and discuss the relationships among culture, religion, and environment.</p>

<p>Students also learn about landforms, the water cycle, and erosion, applying their understanding to early human settlement and agriculture patterns. They investigate simple machines used to transfer energy and facilitate work, and examine the physical properties of building materials.</p>
",4,6,,,286|287|288|289,
25,43,Mathematics Grade 5,,"<p>Students review whole-number arithmetic and estimation skills, learn about the evolution of number systems, and work with geometry tools to construct and measure angles, segments, and triangles. They deepen their appreciation of math through applications in astronomy, pyramid building, and land surveying. Students learn procedures for working with decimals and fractions, and apply them to percents and probability. These concepts are expanded upon using the soroban, a Japanese abacus.</p>
",3,6,,,408|409|410|411|412|413,
83,44,Media Studies and Technology Grade 5,,"<p>In Grade 5 of Media Studies and Technology, students expand their definition of media to include architecture and explore how architecture helped to support the emergence of organized religion . They learn about the development of cuneiform, which involved etching symbols into clay tablets, and study contemporary tablets, computers, games, and phone interfaces as types of architecture. . They analyze the similarities between comics and pictograms used by ancient culture. In addition, students examine narrative and orality in all forms of media and communication. Students also explore higher-level concepts, such as &quot;the other.&quot;</p>
",5,6,,,251,
42,45,Visual Arts Grade 5,,"<p>Students explore the river civilizations of Mesopotamia, India, Egypt, China, Caral-Supe in Peru, and Crete through a number of integrated projects. These include studying archaeology, sculpting goddess figures, throwing pots, drawing on papyrus, and creating cuneiform tablets and cylinder seals. Students next examine the architecture and great monuments associated with the ancient river cultures. They also learn the principles and vocabulary of visual elements, focusing on shapes, patterns, and symbols.</p>
",7,6,,,447|448|449|476,
105,46,Performing Arts: Music / Theater Grade 5,,"<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}""><span style=""line-height: 1.42857;"">As part of their study of the riverine ecology of ancient Egypt, students explore ancient Egyptian music and its connection to the broader Egyptian culture. In addition to listening to the sounds made by various Egyptian instruments, students learn about the daily lives of musicians from this civilization and about the connections between music and Egyptian gods and goddesses. These studies help deepen their understanding of Egyptian culture.</span></p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}""><span style=""line-height: 1.42857;"">In grade 5 Theater, students explore a variety of theatrical skills while using and expressing their growing knowledge of ancient riverine civilizations. Through various exercises, students develop their skills of improvisation, voice, dance, and characterization; write and perform monologues and dialogues; and deliver speeches. In a capstone project that unifies their learning in all domains, students collaborate to write and perform original vignettes that demonstrate their understanding of riverine civilizations.</span></p>
",6,6,,,465|466,
123,47,Wellness Grade 5,The Rise of Riverine Civilizations,"<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">Throughout three main integrated units, students make connections between ball sports in early city-state and state-controlled civilizations and modern sports, such as soccer. They develop beginner sports-specific, intermediate locomotor, and manipulative skills, as well as demonstrate development of fitness components. While developing valuable sportsmanship and interpersonal teamwork skills by working in small groups and teams, students embrace personal differences and perspectives (maturity levels, physical differences, physical abilities, cultures, and gender differences).</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">Units include a historical exploration of various sports and movement endeavors during the development of the Geometric Mentality; an analysis of the diet, medicine, sport, wellness, and health of early civilizations that used the Geometric Mentality, including the riverine cultures during 3500&ndash;1450 BCE; and a study of the roots of modern baseball in colonial&nbsp;America as it emerged within native America in the 17th and 18th centuries.</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">First, students study ball games in ear",8,6,,,478|479|480,
38,48,Cultural History Grade 6,Prophecy and Cultural Transformation,"<p>Students begin by exploring the Olmec culture in the Americas and then inquire into the nature and relevance of such classical civilizations as Phoenicia, Greece, India, and China. Within a general shift from theocratic monopolies to the separation of political powers and the growth of trade, students recognize that the highest good is now expressed not in terms of polytheistic powers in nature but in the emergence of universalizing religions. Excellence becomes a matter of accord with this transcendent realm, and the signs of such accord are harmony, balance, and proportion. Students examine how certain individuals&mdash;prophets&mdash;emerge from the tribal collective in order to begin asserting the superiority of the ideal over reality. Additionally, prophets and sages (Moses, Buddha, Confucius, Lao Tzu, and Socrates) acknowledge that individuals have the right to determine what is worth living and dying for.</p>
",1,7,,,312|313|314|315,
44,49,English Grade 6,Prophecy and Cultural Transformation,,10,7,,,376|377|378,
33,50,Science Grade 6,,"<p>At the beginning of the year, students deepen their study of astronomy and archaeoastronomy by comparing patterns of climate and civilization. They research the effects of humans on the environment, past and present, by examining the global characteristics of biomes. Students then look at geography, climate, and the diverse ecosystems of the cultures studied.</p>

<p>&nbsp;</p>

<p>In preparation for the integrated monochord project, students extend their understanding of sound and vibration to embrace music and wellness. They investigate Western medical practices and compare them with Chinese herbal medicine. Students also learn about earthquakes, rocks, and minerals. They explore the anatomy and physiology of body systems, relating their understanding of these systems to that of the ancient Greeks.</p>
",4,7,,,340|341|342|343,
59,51,Mathematics Grade 6,,"<p>Students strengthen their fraction and decimal skills, applying them to ratio and proportion. They use geometry to construct polygons and understand perpendicular and parallel lines; next, they transfer this knowledge to sacred geometry and Platonic solids, measuring angles and studying Euclidean constructions. Students investigate prime factors and multiples, and apply these concepts to musical scales to develop skills using the arithmetic of integers, fractions, and decimals. These concepts are reinforced using the Japanese soroban.</p>
",3,7,,,241|242|243,
84,52,Media Studies and Technology Grade 6,,"<p>In this Media Studies and Technology course, Grade 6 students examine a period in history during which the appearance of rhetoric and portable systems of writing spread by a new merchant and trading class enabled individuals to share and adopt ideas and values across cultures. By&nbsp;studying the sacred texts of prophets from this period, they learn how to decipher implicit messages encoded in texts and speech in order to explore how media and language shape the understanding of content. Students learn that ancient cultures created myths as a way to give structure and meaning to their societies. They explore how these myths eventually become naturalized and universalized. They analyze how biases based on assumed beliefs can be found in news media and the language of public figures in today&#39;s world. They investigate the idea of the monomyth or &quot;hero&#39;s journey&quot; and the Hero Project is an app-based project where students use HTML5 or JavaScript to create simple interactive apps that tell their own original myths that either follow or subvert the monomyth structure.</p>
",5,7,,,252,
63,53,Visual Arts Grade 6,,"<p>Students strengthen their technical skills in the areas of drawing, painting, printmaking, sculpting, and visualizing. They examine the artifacts and architecture of the Mesoamerican Olmecs and the Hebrews, as well as those of the classical civilizations of ancient Greece and China. Students focus on the application of geometry and harmonic proportion in temples and palaces, respectively. Discussion of the important characteristics of these time periods introduces students to new vocabulary and concepts that enable them to thoughtfully consider works of art and understand art criticism. This includes an examination of the role of the artist in society, then and now.</p>
",7,7,,,355|356|357,
117,54,Performing Arts: Music / Theater Grade 6,Prophecy and Cultural Transformation,"<p>Students explore the nature and relevance of classical society&nbsp;through their experiences with ancient Greek music. As they connect the past to the present, they examine the harmony, balance, and proportion studied in Cultural History as it exists in the music of ancient Greece. Through listening to instruments played in ancient Greece, they draw comparisons between the instruments and their sounds, including learning to identify audibly ascending and descending notes. To complement what they learn in Mathematics, students investigate Pythagoras and his theory of music, both its function and its composition. They also explore the application of ratios to music, both in ancient and modern times.</p>

<p>To deepen their understanding of the role of theater in ancient Greek culture, students in this course explore basic theatrical techniques and formats. By engaging with different types of theatrical pieces, both through performance and critical analysis, students develop an understanding of the different components that contribute to effective theatrical storytelling. In a culminating project that integrates this course with their studies in Cultural History and World Languages and Literature: English, students create and perform their own theatrical presentation.</p>
",6,7,,,467|468,
107,55,Wellness Grade 6,Prophecy and Cultural Transformation,"<p>Throughout three main integrated units, students develop a historical understanding of wellness during the period when the Geometric mentality spread to the ancient Hebrew, Greek, and Chinese civilizations. During this process, students develop intermediate sport specific, locomotive, and manipulative skills, as well as demonstrate development of fitness components. They analyze their performances, participate in fitness development exercises, and assess their personal fitness. While developing valuable sportsmanship and interpersonal teamwork skills by working in small groups and teams, students embrace personal differences and perspectives (maturity levels, physical differences, physical abilities, cultures, and gender differences).</p>

<p>Units include an exploration of sports, movement endeavors, diet, medicine, wellness and health during the time period when societies used the Geometric mentality to establish standing armies, portable writing systems, and extensive trade networks that spread values and ideas.</p>

<p>First, students analyze the wellness practices of the ancient Hebrews, as they design their own personal wellness stories in the form of a plan. This plan involves strength and conditioning, maintaining fitness, and nutrition logs. Students explore modern nutrition, learning about nutrients and documenting their food choices and portions. Then through the study of ancient Greece, students re-create the ancient Olympic games, as well as explore the food and healing of this culture. They develop fitness components, track and field skills, wrestling and specific cultural activities. This unit also serves as the platform for students to discuss the modern Olympic games and athletes in order to better understand the evolution of global games and the development of the modern athlete. After this, students explore the wellness practices of ancient China, as they develop skills of Chinese martial arts, energy balance, and Chinese food and healing pract",8,7,,,384|385|386,
24,56,Cultural History Grade 7,World Empires and Universal Religions,"<p>Students begin with an introduction to the idea of empire building and universalizing religions. Focusing on the years 350 BCE to 800 CE, they study classical civilizations of the Maya; Alexander the Great and the Hellenistic period; the Silk Road as it links Asia, Africa, and Europe in trade networks; and the Romans at the time of imperial expansion.</p>

<p>&nbsp;</p>

<p>Students then consider the life and teachings of Ashoka, a Buddhist leader in ancient India, as an example of a charismatic leader inspired by religion to unite a large territory under imperial authority. Next, they examine early Christianity and the origins of Islam as examples of universalizing religions in a changing classical world. The course concludes with an overview of the processes of geographical spread and empire consolidation, as well as patterns of cultural change through worldviews based on religion.</p>
",1,8,,,215|216|217|218|219|220,
67,57,English Grade 7,,,10,8,,,390|391|392|393|394,
34,58,Science Grade 7,,"<p>Students focus on the contributions that the ancient Maya, Greek, and Roman civilizations made to the scientific world, while learning to develop and train their own scientific minds. They begin by exploring the relationships among Maya astronomy, religion, and agriculture. Students learn about the ways in which forces and motion influence the movements of celestial bodies, particularly the retrograde motion of Venus; discuss the formation of the universe; and explain the causes of the seasons. They investigate how the Mayas domesticated corn and developed agricultural methods to suit a variety of ecosystems.</p>

<p>&nbsp;</p>

<p>Students also discover Aristotle&#39;s revolutionary contributions to the fields of botany, optics, and the classification of living things. Their exploration of the Hellenistic and Roman eras leads to a study of the composition of Earth and the causes of natural disasters, such as the eruption of Mount Vesuvius and the destruction of Pompeii. A geographical survey of the Silk Road, a study of Roman machines, and a student-directed science project culminate the year. Through their investigations, students describe the needs of growing civilizations, how humans can impact the environment both positively and negatively in their efforts to meet those needs, and sustainable approaches to problems.</p>
",4,8,,,362|363|364|365|366|367,
39,59,Mathematics Grade 7,,"<p>Students compare the Mayan base-20 and Roman number systems. They consider zero, integers, and negative numbers, and begin studying algebra by solving monomials and single-step inequalities and graphing linear relationships. They explore the connection between probability and statistical concepts, such as sampling, bias, measures of central tendency, and appropriate displays of data. This includes designing and conducting experiments to test predictions, and then comparing theoretical probability to actual results.</p>

<p>Students next examine solids by measuring surface area and volume. They analyze angle-pair relationships formed by transversals. Finally, students connect the mathematical developments of Maya and Roman civilizations to their relative sophistication, scale, and lasting influence upon surrounding areas.</p>
",3,8,,,244|245|246|247,
85,60,Media Studies and Technology Grade 7,,"<p>This Media Studies and Technology course involves Grade 7 students exploring how ancient empires used media to expand and consolidate their domains. They also explore the Silk Road and how it fueled cultural interactions between empires, thereby contributing to globalization. Students connect the consolidation of empires to today&#39;s world by studying how media is used by modern nations to promote a uniform culture. They also examine how media has contributed to today&#39;s global culture by relating the Internet to the Silk Road. In addition, students explore the role of narrative in shaping and defining national identities by comparing Virgil&#39;s foundational epic of the Roman Empire, the&nbsp;Aeneid, to the culture, myths, and histories of modern nations. Finally, students use visual and rhetorical techniques to create national identity websites for neighboring nations they have studied.</p>
",5,8,,,253,
62,61,Visual Arts Grade 7,,"<p>Students explore architecture, art and artifacts, and the creation of objects in the medieval world. Topics include mosque design, Islamic architecture, and calligraphy in conjunction with study of the Golden Age of Islam. While focusing on medieval Europe, students examine depictions of Norse deities, heraldic shield design, stained glass, stone carving, mosaics, and cathedral architecture as part of a guild project. They compare the design of Japanese teahouses and samurai armor to the feudal style of medieval Europe. In their study of medieval West Africa trade routes, they appreciate the colorful textiles and intricate mud architecture of these kingdoms.</p>
",7,8,,,358|359|360|361,
115,62,Performing Arts Grade 7,Performing Arts: Music,"<p>In conjunction with their studies of Mesoamerica in Cultural History, students explore the music of the Maya people before their contact with Europeans. They examine Maya instruments, Maya vocal music, and the integral roles of music and musicians in classical Maya society. Applying their research skills from World Languages&nbsp;and Literature: English, students research a self-selected topic related to Maya music. As a complement to these individual tasks, students learn as an ensemble to sing a Maya song and to play on ocarinas at their Maya Day Festival.</p>
",6,8,,,455,
118,63,Wellness Grade 7,World Empires and Universal Religions,"<p>This course explores the concept of wellness in three major civilizations as they extended their political boundaries to become central ruling societies: the Maya, ancient Rome, and the United States. Within this context, the course provides health education and physical wellness education. The integrated units help to develop fitness components and fitness skills, as well as sportsmanship and teamwork.</p>

<p>First, through the study of classical Maya health and wellness, students are able to learn the skills and locomotor and manipulative skills associated with Maya ball in order to understand ball sports today, such as soccer and basketball.&nbsp;Also, by examining Maya artifacts and architecture, students explore this society&rsquo;s food production, diet,&nbsp;ancient healing techniques,&nbsp;and sustainable nutrition. The classical Maya unit serves as a platform to explore modern sustainable nutrition, nutrition building blocks, and the understanding of modern food production.</p>

<p>Through the study of Roman wellness, students explore the agriculture, food, health, hygiene, and medicine of this society as it expanded into an empire. By studying the ancient Roman gladiator culture, students examine how it relates to fanaticism today. Also, students learn about the similarities of gladiator combat games and the principals of modern U.S. football. Students understand these elements within the context of universalizing religions and how ideas and values began to spread beyond the boundaries of the originating culture. The Roman wellness unit serves as a platform to speak about hygiene as it relates to the historical period, as well as to pre-adolescence. In addition, it continues the discussion about puberty and development and begins the dialogue about reproduction.</p>

<p>The third unit, which aligns with the U.S. History unit, allows students to explore the health, wellness, and social values in the time of Theodore Roosevelt, which provide a foundation",8,8,,,469|470|471,
26,64,Cultural History Grade 8,The Climax of Hierarchical Civilizations,"<p>In grade 8 Cultural History, students consider medieval civilizations as hierarchical societies that derived their identity from religious faith but based their social structures on land tenure and warrior status and display. As competition and conflict arose among religious civilizations, new ideas were disseminated across boundaries, and new religious orders and mystical movements emerged that sought to relate the individual in an unmediated way to the source of the sacred. This shift from the temple-formed Geometric Mentality to the individually experienced Algebraic Mentality is expressed in new forms of literature that reveal an emphasis on the vision quest and personal romantic love. It is also expressed in new forms of calligraphy, manuscript illumination, and mathematical understanding that demonstrate a shift from the concrete object or worldly state to a spiritual vision. This transcendental ideal is expressed in the celestial notation of the empowering script of alchemy and algebra. The course concludes with students examining the consolidation of the U.S. empire from 1914 through the Great Depression.</p>
",1,9,,,292|293|405|406|407,
54,65,English Grade 8,The Climax of Hierarchical Civilizations,"<p>Students explore the rich and diverse world literature from 800 to 1416 as well as American literature from 1914 to 1939. They explore patterns of language development and usage from Old English through early modern English. Along with fiction, plays, memoirs, poetry, and biographies from medieval Baghdad and the Iberian Peninsula, Northern Europe, West Africa, Japan, and the United States, students explore contemporary nonfiction, documentary films, and journalism regarding those areas. Present and past resonate in classroom and small-group discussions and group projects as students attempt to define universal experiences and how they relate to the concerns of the adolescent journey and the challenges of global citizenry.</p>
",10,9,,,379|380|381|382,
40,66,Science Grade 8,,"<p>Students investigate the importance of positional astronomy during the Golden Age of Islam and construct and use their own instruments for determining the elevation of objects on Earth and in the sky through the use of geometry. Students then explore the development of alchemy in the Islamic world as a precursor to the empirical science of chemistry and appreciate the contributions of alchemy to our understanding of chemical reactions and energy transfer. They investigate both physical and chemical properties of elements and study the periodic table. Students explore microbiology and the spread of infectious diseases in the context of the plagues that recurred throughout the Middle Ages in both the Islamic and European worlds. Students end the year investigating electricity and magnetism and observing the relationship between the two through a series of hands-on explorations.</p>
",4,9,,,344|345|346|347,
